count	geneid	symbol	name	chr	orientation	start	end
1	28315	IGHV1OR16-1	immunoglobulin heavy variable 1/OR16-1 (pseudogene)	16	+	32035069	32035325
6	100302692	FTX	FTX transcript, XIST regulator (non-protein coding)	X	-	74028135	74293573
13	25911	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)	10	+	101588331	101609652
4	400713	ZNF880	zinc finger protein 880	19	+	52369916	52385794
5	286144	TRIQK	triple QxxK/R motif containing	8	-	92883529	92966143
10	25841	ABTB2	ankyrin repeat and BTB (POZ) domain containing 2	11	-	34150986	34358007
46	406940	MIR148A	microRNA 148a	7	-	25949918	25949985
5	101927027	LOC101927027	-	2	+	178413658	178440242
2	645373	RPL21P76	ribosomal protein L21 pseudogene 76	7	+	158719671	158720202
2	100616153	MIR4726	microRNA 4726	17	+	38719690	38719747
1	643507	RPL7P57	ribosomal protein L7 pseudogene 57	X	-	47840962	47841709
25	8745	ADAM23	ADAM metallopeptidase domain 23	2	+	206443543	206621129
2	574538	LOC574538	-	12	-	137410	149168
1	100271012	RPL36P12	ribosomal protein L36 pseudogene 12	7	+	105244588	105245014
6	729440	CCDC61	coiled-coil domain containing 61	19	+	45995450	46018615
4	10936	GPR75	G protein-coupled receptor 75	2	-	53852912	53860032
21	27344	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	X	-	48831091	48835637
275	1589	CYP21A2	cytochrome P450, family 21, subfamily A, polypeptide 2	6	+	32038315	32041669
12	406908	MIR124-2	microRNA 124-2	8	+	64379148	64379256
71	5961	PRPH2	peripherin 2 (retinal degeneration, slow)	6	-	42696594	42722988
102	163	AP2B1	adaptor-related protein complex 2, beta 1 subunit	17	+	35586898	35726416
11	112401	BIRC8	baculoviral IAP repeat containing 8	19	-	53289600	53291621
5	653677	SEC1P	secretory blood group 1, pseudogene	19	+	48638038	48682244
8	359710	BPIFB3	BPI fold containing family B, member 3	20	+	33055330	33073636
313	2214	FCGR3A	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)	1	-	161541758	161550622
83	86	ACTL6A	actin-like 6A	3	+	179562879	179588404
12	5502	PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	12	-	54579239	54588676
6	373861	HILS1	histone linker H1 domain, spermatid-specific 1, pseudogene	17	-	50171427	50172475
38	2199	FBLN2	fibulin 2	3	+	13549124	13638421
15	100101267	POM121C	POM121 transmembrane nucleoporin C	7	-	75416780	75486287
1	386690	OFD1P6Y	OFD1 pseudogene 6, Y-linked	Y	+	18673726	18738439
1	391827	KRT18P16	keratin 18 pseudogene 16	5	+	123636079	123637466
1	116936	RNU86	-	22	-	39316841	39316895
1	442185	OR2J1	olfactory receptor, family 2, subfamily J, member 1 (gene/pseudogene)	6	+	29100942	29101877
2	693138	MIR553	microRNA 553	1	+	100281240	100281307
1	101927003	LOC101927003	-	8	-	78533891	78558502
67	8531	YBX3	Y box binding protein 3	12	-	10699076	10723447
75	8729	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	10	+	102245497	102382898
35	51663	ZFR	zinc finger RNA binding protein	5	-	32354349	32444760
15	55080	TAPBPL	TAP binding protein-like	12	+	6451654	6462321
21	84280	BTBD10	BTB (POZ) domain containing 10	11	-	13387995	13463296
28	81839	VANGL1	VANGL planar cell polarity protein 1	1	+	115641952	115698223
11	84693	MCEE	methylmalonyl CoA epimerase	2	-	71109675	71130287
1	100462876	TCEB1P14	transcription elongation factor B (SIII), polypeptide 1 pseudogene 14	Y	+	18787664	18788325
23	9741	LAPTM4A	lysosomal protein transmembrane 4 alpha	2	-	20032649	20052027
58	2241	FER	fer (fps/fes related) tyrosine kinase	5	+	108746084	109187673
11	55258	THNSL2	threonine synthase-like 2 (S. cerevisiae)	2	+	88170294	88186636
75	5266	PI3	peptidase inhibitor 3, skin-derived	20	+	45174898	45176543
1	652975	RPL21P6	ribosomal protein L21 pseudogene 6	14	-	55413539	55414101
162	760	CA2	carbonic anhydrase II	8	+	85463901	85481491
26	51406	NOL7	nucleolar protein 7, 27kDa	6	+	13615326	13632523
1	100270878	RPL21P22	ribosomal protein L21 pseudogene 22	1	-	31108100	31108662
6	100505621	C11orf72	chromosome 11 open reading frame 72	11	-	67602879	67606705
1	100271440	RPL21P113	ribosomal protein L21 pseudogene 113	15	-	59049398	59049732
1	646175	RPL36AP48	ribosomal protein L36a pseudogene 48	17	+	67224699	67225085
294	7249	TSC2	tuberous sclerosis 2	16	+	2047935	2088711
50	4692	NDN	necdin, melanoma antigen (MAGE) family member	15	-	23685406	23687302
15	57097	PARP11	poly (ADP-ribose) polymerase family, member 11	12	-	3808860	3873447
49	4862	NPAS2	neuronal PAS domain protein 2	2	+	100820150	100996826
55	10269	ZMPSTE24	zinc metallopeptidase STE24	1	+	40258049	40294183
220	100189401	TRI-AAT7-2	transfer RNA-Ile (AAT) 7-2	6	+	57822972	57823045
220	100189401	TRI-AAT7-2	transfer RNA-Ile (AAT) 7-2	6	-	26720991	26721064
2	102465472	MIR6787	microRNA 6787	17	+	82236667	82236727
19	3891	KRT85	keratin 85	12	-	52360005	52367524
19	3749	KCNC4	potassium voltage-gated channel, Shaw-related subfamily, member 4	1	+	110210713	110282616
7	442868	BPY2C	basic charge, Y-linked, 2C	Y	-	25030900	25052103
1	359844	PRDX2P1	peroxiredoxin 2 pseudogene 1	13	+	30296067	30296986
11	64097	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	5	-	112142318	112419489
79	10666	CD226	CD226 molecule	18	-	69859458	69961786
1	80008	TMEM156	transmembrane protein 156	4	-	38966015	39032668
9	253190	SERHL2	serine hydrolase-like 2	22	+	42518734	42574381
51	6289	SAA2	serum amyloid A2	11	-	18238232	18248673
2	100506680	SACS-AS1	SACS antisense RNA 1	13	+	23418970	23428868
5	285708	LINC00491	long intergenic non-protein coding RNA 491	5	-	102608491	102671463
1	28720	TRAJ35	T cell receptor alpha joining 35 (non-functional)	14	+	22506643	22506701
19	283463	MUC19	mucin 19, oligomeric	12	+	40393393	40570756
4	692094	MSMP	microseminoprotein, prostate associated	9	-	35752989	35754276
3	7120	TMSB4XP6	thymosin beta 4, X-linked pseudogene 6	20	-	50840210	50840826
57	8793	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	8	-	23135587	23164029
31	9311	ASIC3	acid-sensing (proton-gated) ion channel 3	7	+	151048291	151052755
1	100129646	LOC100129646	-	12	+	28164957	28165661
1	170517	GCNT1P1	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 1	20	-	18419976	18421627
141	2959	GTF2B	general transcription factor IIB	1	-	88852637	88891943
105	3306	HSPA2	heat shock 70kDa protein 2	14	+	64540467	64543236
3	171427	CYP2F2P	cytochrome P450, family 2, subfamily F, polypeptide 2, pseudogene	19	-	40818476	40826772
8	57529	RGAG1	retrotransposon gag domain containing 1	X	+	110358775	110456333
1	347613	PARP4P1	poly (ADP-ribose) polymerase family, member 4 pseudogene 1	Y	-	26594667	26634654
44	7857	SCG2	secretogranin II	2	-	223596939	223602498
11	220929	ZNF438	zinc finger protein 438	10	-	30844633	31032406
27	55544	RBM38	RNA binding motif protein 38	20	+	57391397	57409332
1	643432	TSG1	-	6	+	93707082	93776480
47	6576	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	22	-	19175574	19178862
311	153	ADRB1	adrenoceptor beta 1	10	+	114044046	114046907
2	100113389	SNORD127	small nucleolar RNA, C/D box 127	14	+	45110874	45110974
3	343099	CCDC18	coiled-coil domain containing 18	1	+	93180329	93279036
890	1543	CYP1A1	cytochrome P450, family 1, subfamily A, polypeptide 1	15	-	74719541	74725609
35	10585	POMT1	protein-O-mannosyltransferase 1	9	+	131502894	131523805
3	574512	MIR507	microRNA 507	X	-	147230983	147231076
64	29881	NPC1L1	NPC1-like 1	7	-	44512534	44541329
1	344967	LOC344967	-	4	-	40042916	40057198
22	10513	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	17	-	60443148	60526239
7	129642	MBOAT2	membrane bound O-acyltransferase domain containing 2	2	-	8852689	9003746
4	647087	C7orf73	chromosome 7 open reading frame 73	7	+	135662472	135676411
42	443	ASPA	aspartoacylase	17	+	3474109	3499405
9	9143	SYNGR3	synaptogyrin 3	16	+	1989944	1994274
8	283375	SLC39A5	solute carrier family 39 (zinc transporter), member 5	12	+	56230035	56237845
2	644054	FAM25C	family with sequence similarity 25, member C	10	-	47995321	47999790
6	57828	CATSPERG	catsper channel auxiliary subunit gamma	19	+	38335782	38370948
4	148213	ZNF681	zinc finger protein 681	19	-	23739194	23758890
91	11004	KIF2C	kinesin family member 2C	1	+	44739711	44767766
2	26789	SNORD59A	small nucleolar RNA, C/D box 59A	12	-	56645026	56645100
6	147949	ZNF583	zinc finger protein 583	19	+	56404013	56425030
21	55022	PID1	phosphotyrosine interaction domain containing 1	2	-	229023972	229271340
122	4547	MTTP	microsomal triglyceride transfer protein	4	+	99564077	99623996
16	91137	SLC25A46	solute carrier family 25, member 46	5	+	110738135	110765160
1	100133222	RPL39P27	ribosomal protein L39 pseudogene 27	12	-	25409112	25409493
31	11187	PKP3	plakophilin 3	11	+	392598	404907
1	26865	RNU1-27P	RNA, U1 small nuclear 27, pseudogene	14	+	34546713	34546876
1	100288615	WHAMMP1	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 1	15	-	32519847	32533740
10	79583	TMEM231	transmembrane protein 231	16	-	75538116	75556285
5	285550	FAM200B	family with sequence similarity 200, member B	4	+	15681728	15690446
6	84302	TMEM246	transmembrane protein 246	9	-	101473157	101487220
30	60626	RIC8A	RIC8 guanine nucleotide exchange factor A	11	+	207510	215174
11	388324	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1	17	-	4988129	4997921
24	222068	TMED4	transmembrane emp24 protein transport domain containing 4	7	-	44577893	44582294
32	11141	IL1RAPL1	interleukin 1 receptor accessory protein-like 1	X	+	28587563	29956349
5	89894	TMEM116	transmembrane protein 116	12	-	111894929	112013218
1	392271	RPL32P20	ribosomal protein L32 pseudogene 20	8	+	133325996	133326403
1	100270937	RPL17P11	ribosomal protein L17 pseudogene 11	2	-	233721491	233722109
124	4864	NPC1	Niemann-Pick disease, type C1	18	-	23506183	23586616
2	100302288	MIR548P	microRNA 548p	5	-	100816481	100816564
1	100270917	RPSAP40	ribosomal protein SA pseudogene 40	6	-	148647623	148648670
11	79074	C2orf49	chromosome 2 open reading frame 49	2	+	105337358	105359939
1	359749	MRPL50P2	mitochondrial ribosomal protein L50 pseudogene 2	2	-	203315389	203315870
1	100419978	HMGB1P46	high mobility group box 1 pseudogene 46	8	-	107173198	107173808
20	442901	MIR328	microRNA 328	16	-	67202320	67202394
6	201158	TVP23C	trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)	17	-	15502263	15563630
3	388646	GBP7	guanylate binding protein 7	1	-	89131750	89176039
1	101927539	LOC101927539	-	17	-	57600863	57608411
1358	7421	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	12	-	47841536	47905030
11	51146	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	3	-	138123717	138132386
20	81794	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10	19	-	8580239	8610752
2	100505865	LINC00920	long intergenic non-protein coding RNA 920	16	+	66408523	66410900
2	693233	MIR648	microRNA 648	22	-	17980867	17980960
2	441386	RPS26P3	ribosomal protein S26 pseudogene 3	9	+	9090873	9091311
44	9039	UBA3	ubiquitin-like modifier activating enzyme 3	3	-	69054729	69080372
1	100874110	GLYCTK-AS1	GLYCTK antisense RNA 1	3	-	52288579	52289732
1	100189334	TRH-GTG1-2	transfer RNA-His (GTG) 1-2	1	+	147073224	147073295
2	6956	TRAV6	T cell receptor alpha variable 6	14	+	21768552	21769079
54	22820	COPG1	coatomer protein complex, subunit gamma 1	3	+	129249574	129277772
2	101927898	LOC101927898	-	17	-	63682335	63690981
15	168374	ZNF92	zinc finger protein 92	7	+	65373798	65401134
1	4875	NPM1P6	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 6	8	+	61202254	61203544
2	100126310	MIR876	microRNA 876	9	-	28863625	28863705
2	100616189	MIR4421	microRNA 4421	1	+	51059836	51059904
1	100270970	RPL27P9	ribosomal protein L27 pseudogene 9	3	+	58511309	58511686
7	401399	PRRT4	proline-rich transmembrane protein 4	7	-	128350324	128362068
3	100847026	MIR5006	microRNA 5006	13	-	41568285	41568394
8	84622	ZNF594	zinc finger protein 594	17	-	5179534	5191882
158	5551	PRF1	perforin 1 (pore forming protein)	10	-	70597347	70602774
58	6636	SNRPF	small nuclear ribonucleoprotein polypeptide F	12	+	95858930	95866459
1	353002	HCG4P4	HLA complex group 4 pseudogene 4	6	-	29955204	29955632
1	284561	LOC284561	-	1	+	148279041	148291860
2	101928243	DARS-AS1	DARS antisense RNA 1	2	+	135985175	136007541
102	1488	CTBP2	C-terminal binding protein 2	10	-	124987848	125161054
92	2739	GLO1	glyoxalase I	6	-	38675924	38703175
10	94120	SYTL3	synaptotagmin-like 3	6	+	158644898	158764875
25	9562	MINPP1	multiple inositol-polyphosphate phosphatase 1	10	+	87502791	87553460
48	968	CD68	CD68 molecule	17	+	7579486	7582110
124	3992	FADS1	fatty acid desaturase 1	11	-	61799624	61817056
3	100419006	NF1P1	neurofibromin 1 pseudogene 1	15	-	20916682	20935718
8	113802	HENMT1	HEN1 methyltransferase homolog 1 (Arabidopsis)	1	-	108648287	108661525
9	9721	GPRIN2	G protein regulated inducer of neurite outgrowth 2	10	-	46543962	46556946
2	101243555	PTENP1-AS	PTENP1 antisense RNA	9	+	33677267	33688010
15	10736	SIX2	SIX homeobox 2	2	-	45005181	45009609
1	100128258	RPS18P3	ribosomal protein S18 pseudogene 3	1	+	227430481	227431018
1	728010	RPL35P3	ribosomal protein L35 pseudogene 3	6	-	105302419	105302858
4	100009676	ZBTB11-AS1	ZBTB11 antisense RNA 1	3	+	101676429	101679216
15	9426	CDY2A	chromodomain protein, Y-linked, 2A	Y	+	18025786	18027745
1	347705	MRPS36P1	mitochondrial ribosomal protein S36 pseudogene 1	3	-	6773036	6773345
2	155019	ST13P7	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 7	7	-	133168001	133170597
99	22933	SIRT2	sirtuin 2	19	-	38878554	38899861
27	2900	GRIK4	glutamate receptor, ionotropic, kainate 4	11	+	120511745	120988804
6	5003	SLC22A18AS	solute carrier family 22 (organic cation transporter), member 18 antisense	11	-	2887343	2903944
10	51760	SYT17	synaptotagmin XVII	16	+	19167975	19268333
7	59082	CARD18	caspase recruitment domain family, member 18	11	-	105137720	105139733
37	7784	ZP3	zona pellucida glycoprotein 3 (sperm receptor)	7	+	76397523	76442070
2	147004	LOC147004	-	17	+	33533832	33627259
4	101927587	LOC101927587	-	1	-	83575786	83860995
42	5158	PDE6B	phosphodiesterase 6B, cGMP-specific, rod, beta	4	+	587324	670891
111	9475	ROCK2	Rho-associated, coiled-coil containing protein kinase 2	2	-	11179763	11345362
9	54440	SASH3	SAM and SH3 domain containing 3	X	+	129779915	129795200
5	128387	TATDN3	TatD DNase domain containing 3	1	+	212791827	212816824
1	143501	C11orf40	chromosome 11 open reading frame 40	11	-	4571422	4577819
58	80208	SPG11	spastic paraplegia 11 (autosomal recessive)	15	-	44562695	44663677
86	6829	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)	19	+	39445545	39476669
25	8701	DNAH11	dynein, axonemal, heavy chain 11	7	+	21543214	21901567
1	100189099	TRR-ACG2-3	transfer RNA-Arg (ACG) 2-3	6	+	27215172	27215244
53	7555	CNBP	CCHC-type zinc finger, nucleic acid binding protein	3	-	129167814	129183966
1	100271414	RPL17P45	ribosomal protein L17 pseudogene 45	18	-	40143925	40144503
15	146227	BEAN1	brain expressed, associated with NEDD4, 1	16	+	66427296	66493528
43	9700	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	12	+	53268265	53293642
5	374918	IGFL1	IGF-like family member 1	19	+	46229751	46231242
2	28899	IGKV1D-22	immunoglobulin kappa variable 1D-22 (pseudogene)	2	+	90010740	90011207
52	1263	PLK3	polo-like kinase 3	1	+	44799951	44805994
3	256586	LYSMD2	LysM, putative peptidoglycan-binding, domain containing 2	15	-	51723063	51751452
1	651430	FLJ38576	-	4	-	186189031	186191489
2	100507377	LOC100507377	-	12	-	74133172	74292630
3	256006	ANKRD31	ankyrin repeat domain 31	5	-	75068296	75236886
2	101954273	RNVU1-10	RNA, variant U1 small nuclear 10	1	-	148362369	148362532
1	28700	TRAJ55	T cell receptor alpha joining 55 (pseudogene)	14	+	22481696	22481752
23	513	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	19	+	1241749	1244824
8	84677	DSCR8	Down syndrome critical region 8	21	+	38121450	38156510
24	5218	CDK14	cyclin-dependent kinase 14	7	+	90596361	91210589
1	441849	MSRB1P1	methionine sulfoxide reductase B1 pseudogene 1	19	-	39254918	39255268
10	79587	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	13	-	110641409	110713600
3	100500812	MIR3677	microRNA 3677	16	+	2270712	2270771
1	391282	RPL23AP12	ribosomal protein L23a pseudogene 12	21	+	39127554	39128075
17	2657	GDF1	growth differentiation factor 1	19	-	18868545	18896143
5	2844	GPR21	G protein-coupled receptor 21	9	+	123030012	123039100
40	3792	KEL	Kell blood group, metallo-endopeptidase	7	-	142941113	142962415
73	1947	EFNB1	ephrin-B1	X	+	68828996	68842163
9	55954	ZMAT5	zinc finger, matrin-type 5	22	-	29730955	29767067
1	100312849	VN1R107P	vomeronasal 1 receptor 107 pseudogene	19	+	57459910	57460119
2	100500856	MIR548Z	microRNA 548z	12	-	64622508	64622604
9	145165	ST13P4	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4	13	+	50172017	50173615
1	388284	C16orf86	chromosome 16 open reading frame 86	16	+	67666805	67668757
25	143187	VTI1A	vesicle transport through interaction with t-SNAREs 1A	10	+	112446997	112855363
2	100616114	MIR4668	microRNA 4668	9	+	111932099	111932168
33	23328	SASH1	SAM and SH3 domain containing 1	6	+	148193439	148552048
3	693196	MIR611	microRNA 611	11	-	61792494	61792560
11	115286	SLC25A26	solute carrier family 25 (S-adenosylmethionine carrier), member 26	3	+	66133609	66380020
7	57541	ZNF398	zinc finger protein 398	7	+	149126415	149183041
27	148867	SLC30A7	solute carrier family 30 (zinc transporter), member 7	1	+	100896072	100996912
1	724065	LOC724065	-	10	+	111104932	111105535
21	54994	GID8	GID complex subunit 8	20	+	62938088	62948474
3	100652929	HP09025	-	17	+	79707265	79712316
1	101410544	RMDN2-AS1	RMDN2 antisense RNA 1	2	-	37950333	38036340
6	283208	P4HA3	prolyl 4-hydroxylase, alpha polypeptide III	11	-	74247862	74311675
46	23603	CORO1C	coronin, actin binding protein, 1C	12	-	108645108	108731549
1	283267	LINC00294	long intergenic non-protein coding RNA 294	11	+	33076149	33079453
5	57710	KIAA1614	KIAA1614	1	+	180913176	180946102
1	28348	IGHVIII-25-1	immunoglobulin heavy variable (III)-25-1 (pseudogene)	14	-	106293565	106293806
1	283320	HSPD1P12	heat shock 60kDa protein 1 (chaperonin) pseudogene 12	12	+	8014959	8016710
16	89872	AQP10	aquaporin 10	1	+	154321066	154325324
25	387357	THEMIS	thymocyte selection associated	6	-	127708193	127918630
15	401541	CENPP	centromere protein P	9	+	92325456	92615163
1	100874169	LINC00434	long intergenic non-protein coding RNA 434	13	-	60214346	60268103
71	284217	LAMA1	laminin, alpha 1	18	-	6941743	7117813
25	51742	ARID4B	AT rich interactive domain 4B (RBP1-like)	1	-	235166894	235328297
2	28824	IGLV1-41	immunoglobulin lambda variable 1-41 (pseudogene)	22	+	22404259	22404720
2	100500803	MIR3919	microRNA 3919	3	+	159282645	159282733
3	100033421	SNORD116-9	small nucleolar RNA, C/D box 116-9	15	+	25073105	25073201
2	441461	STX17-AS1	STX17 antisense RNA 1	9	-	99886316	99906600
6	26188	OR1C1	olfactory receptor, family 1, subfamily C, member 1	1	-	247757461	247758405
55	2596	GAP43	growth associated protein 43	3	+	115623303	115721486
1	100270976	RPL30P2	ribosomal protein L30 pseudogene 2	2	+	152131497	152131888
2	448991	TAS2R67P	taste receptor, type 2, member 67 pseudogene	12	-	11179540	11180461
1	100189393	TRI-AAT4-1	transfer RNA-Ile (AAT) 4-1	17	-	8226990	8227063
3	147947	ZNF542P	zinc finger protein 542, pseudogene	19	+	56368098	56379827
1	104355426	LENG8-AS1	LENG8 antisense RNA 1	19	-	54444815	54449037
1	442293	LOC442293	-	7	-	35765657	35768651
3	102723878	LOC102723878	-	11	-	64325049	64340624
36	3983	ABLIM1	actin binding LIM protein 1	10	-	114431109	114821642
3	134083	OR2Y1	olfactory receptor, family 2, subfamily Y, member 1	5	-	180739122	180740057
3	342357	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	16	-	25236000	25257888
2	402057	RPS17P16	ribosomal protein S17 pseudogene 16	22	+	32039464	32039943
2	100616433	MIR4418	microRNA 4418	1	+	22266238	22266299
3	100313892	MIR761	microRNA 761	1	-	51836343	51836401
12	11142	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	20	+	44531780	44619036
1	641616	RPL9P3	ribosomal protein L9 pseudogene 3	14	+	35262432	35263131
104	6886	TAL1	T-cell acute lymphocytic leukemia 1	1	-	47216289	47232372
5	85293	KRTAP3-3	keratin associated protein 3-3	17	-	40993429	40994132
4	389672	RPSAP47	ribosomal protein SA pseudogene 47	8	+	80558793	80559826
21	116496	FAM129A	family with sequence similarity 129, member A	1	-	184791024	184975137
1	387359	USP9YP4	ubiquitin specific peptidase 9, Y-linked pseudogene 4	Y	-	9189638	9204612
8	51296	SLC15A3	solute carrier family 15 (oligopeptide transporter), member 3	11	-	60937082	60952525
8	22932	POMZP3	POM121 and ZP3 fusion	7	-	76609985	76627302
52	5307	PITX1	paired-like homeodomain 1	5	-	135027733	135034273
1	157956	CDC20P1	cell division cycle 20 pseudogene 1	9	+	87011573	87013209
12	57186	RALGAPA2	Ral GTPase activating protein, alpha subunit 2 (catalytic)	20	-	20389557	20712637
2	83530	CYP51A1P2	cytochrome P450, family 51, subfamily A, polypeptide 1 pseudogene 2	13	-	28720863	28724158
2	338428	SNORD109A	small nucleolar RNA, C/D box 109A	15	+	25041973	25042039
20	3539	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	22	+	22906341	22906660
1	81854	ZNF205-AS1	ZNF205 antisense RNA 1	16	-	3110459	3115597
15	286133	SCARA5	scavenger receptor class A, member 5	8	-	27869881	27992851
25	113130	CDCA5	cell division cycle associated 5	11	-	65061008	65084149
1	100312790	VN1R36P	vomeronasal 1 receptor 36 pseudogene	7	-	63965777	63966147
2	128820	CST9LP1	cystatin 9-like pseudogene 1	20	-	23547763	23550651
6	26682	OR4F4	olfactory receptor, family 4, subfamily F, member 4	15	-	101922141	101923058
40	406989	MIR206	microRNA 206	6	+	52144348	52144433
2	102465665	MIR7107	microRNA 7107	12	-	121444272	121444351
36	2650	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2	9	+	76441665	76507415
11	89927	C16orf45	chromosome 16 open reading frame 45	16	+	15434467	15594688
5	378951	RBMY1J	RNA binding motif protein, Y-linked, family 1, member J	Y	+	22403475	22424889
6	91749	KIAA1919	KIAA1919	6	+	111259278	111269059
2	100616299	MIR4450	microRNA 4450	4	+	76573567	76573631
2	101928100	LOC101928100	-	12	+	10363768	10398505
27	392255	GDF6	growth differentiation factor 6	8	-	96142329	96160791
6	7699	ZNF140	zinc finger protein 140	12	+	133079686	133108802
5	91151	TIGD7	tigger transposable element derived 7	16	-	3298807	3305438
82	8828	NRP2	neuropilin 2	2	+	205682448	205798132
2	134997	PPIAP29	peptidylprolyl isomerase A (cyclophilin A) pseudogene 29	6	+	24976376	24977186
11	11166	SOX21	SRY (sex determining region Y)-box 21	13	-	94709621	94712542
1	7152	TOP1P2	topoisomerase (DNA) I pseudogene 2	22	+	24764500	24766020
7	100302246	MIR1301	microRNA 1301	2	-	25328639	25328720
277	6794	STK11	serine/threonine kinase 11	19	+	1205798	1228434
1	359802	MRPS10P2	mitochondrial ribosomal protein S10 pseudogene 2	3	-	4414559	4414962
2	285759	FLJ34503	-	6	+	113904386	113921641
2	254312	LINC00710	long intergenic non-protein coding RNA 710	10	-	10934939	10952162
4	352887	GYG2P1	glycogenin 2 pseudogene 1	Y	-	12406115	12421589
2	389658	FAM150A	family with sequence similarity 150, member A	8	-	52534036	52565460
11	283807	FBXL22	F-box and leucine-rich repeat protein 22	15	+	63594829	63602427
1	100189468	TRA-AGC23-1	transfer RNA-Ala (AGC) 23-1	6	-	28778766	28778837
5	114926	SMIM19	small integral membrane protein 19	8	+	42541154	42552996
37	25820	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1	15	+	72474281	72586559
18	56941	HMCES	5-hydroxymethylcytosine (hmC) binding, ES cell-specific	3	+	129278815	129306185
4	348793	WDR53	WD repeat domain 53	3	-	196554182	196568609
9	26507	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	10	+	99329098	99394329
2	100128081	JAZF1-AS1	JAZF1 antisense RNA 1	7	+	28180456	28241376
48	112	ADCY6	adenylate cyclase 6	12	-	48766191	48789036
62	9463	PICK1	protein interacting with PRKCA 1	22	+	38056419	38075700
31	8832	CD84	CD84 molecule	1	-	160541093	160579515
1	28642	TRAV39	T cell receptor alpha variable 39	14	+	22304053	22304552
64	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	6	-	152121683	152637398
2	100874100	STEAP2-AS1	STEAP2 antisense RNA 1	7	-	89882352	90211634
1	101928646	ARNTL2-AS1	ARNTL2 antisense RNA 1	12	-	27389788	27446633
1	100133261	LOC100133261	-	4	+	164725532	164727660
34	403	ARL3	ADP-ribosylation factor-like 3	10	-	102673726	102714432
1	221838	EEF1A1P6	eukaryotic translation elongation factor 1 alpha 1 pseudogene 6	7	-	22510304	22512049
9	406990	MIR208A	microRNA 208a	14	-	23388595	23388665
97	6428	SRSF3	serine/arginine-rich splicing factor 3	6	+	36594312	36604466
8	123876	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	16	+	20451525	20487668
7	114987	WDR31	WD repeat domain 31	9	-	113315264	113340339
7	100033450	SNORD115-13	small nucleolar RNA, C/D box 115-13	15	+	25193320	25193401
1	645630	RPS13P8	ribosomal protein S13 pseudogene 8	15	+	52095271	52095788
42	9798	IST1	increased sodium tolerance 1 homolog (yeast)	16	+	71894407	71930638
14	54516	MTRF1L	mitochondrial translational release factor 1-like	6	-	152987365	153002814
9	401466	C8orf59	chromosome 8 open reading frame 59	8	-	85214052	85220421
1	440346	LOC440346	-	16	+	22374322	22376272
14	283237	TTC9C	tetratricopeptide repeat domain 9C	11	+	62728077	62738637
23	56926	NCLN	nicalin	19	+	3185876	3209574
44	7156	TOP3A	topoisomerase (DNA) III alpha	17	-	18273920	18315006
17	4293	MAP3K9	mitogen-activated protein kinase kinase kinase 9	14	-	70722525	70809268
7	414301	DDI1	DNA-damage inducible 1 homolog 1 (S. cerevisiae)	11	+	104036579	104039193
3	196968	DNM1P46	DNM1 pseudogene 46	15	-	99790155	99806926
11	26827	RNU6-1	RNA, U6 small nuclear 1	15	-	67839939	67840044
61	57412	AS3MT	arsenite methyltransferase	10	+	102869452	102901898
2	100616374	MIR4539	microRNA 4539	14	-	105857512	105857571
2	388021	TMEM179	transmembrane protein 179	14	-	104590863	104604786
46	8970	HIST1H2BJ	histone cluster 1, H2bj	6	-	27132315	27132795
1	100189024	TRE-CTC1-6	transfer RNA-Glu (CTC) 1-6	6	+	28982198	28982269
